sentence_id,word - id,word - ref,word - form,word - head,word - relation,word - lemma,word - postag,Didakta tags,Primary translation,Literal translation,Secondary translation,,word - gloss,word - sem,word - artificial,word - insertion_id
15,25,Leuven|0059-003|15|25,τύχῃ,22,OBJ,τύχη,n-s---fd-,,فرجام ,بهرِ تقدیر,سرنوشت,,"1: toeval, lot",oorzaak,,
15,26,Leuven|0059-003|15|26,.,0,AuxK,.,u--------,,,,,,1: ,,,
16,1,Leuven|0059-003|16|1,ἔστι,0,PRED,εἰμί,v3spia---,,است,است,است,,1: gaan,,,
16,2,Leuven|0059-003|16|2,ταῦτα,1,SBJ,οὗτος,p-p---nn-,,درست,چنین,همینطور,,1: die (daar),,,
16,3,Leuven|0059-003|16|3,.,0,AuxK,.,u--------,,,,,,1: ,,,
17,1,Leuven|0059-003|17|1,ἀλλὰ,6,AuxY,ἀλλά,b--------,,اما,باری,لیکن,,1: maar,,,
17,2,Leuven|0059-003|17|2,τί,6,ADV,τίς,p-s---na-,,از چه روی,برای چه,چرا,,"1: wie?, welke?",oorzaak/reden,,
17,3,Leuven|0059-003|17|3,δὴ,6,AuxY,δή,d--------,,,حال,,,"1: al, reeds | dus, dan toch",,,
17,4,Leuven|0059-003|17|4,οὕτω,5,ADV,οὕτως,d--------,,این‌سان,این‌قدر,چنین,,"1: zo, op die wijze",,,
17,5,Leuven|0059-003|17|5,πρῲ,6,ADV,πρωΐ,d--------,,زود,زود,زودهنگام,,3: ´s ochtends | in het begin,,,
17,6,Leuven|0059-003|17|6,ἀφῖξαι,0,PRED,ἀφικνέομαι,v2srie---,,آمده‌ای,آمده‌ای,آمده‌ای,,"arrive at, come to, reach:",,,
17,7,Leuven|0059-003|17|7,;,0,AuxK,;,u--------,,,, ,,1: ,,,
18,1,Leuven|0059-003|18|1,ἀγγελίαν,6,OBJ,ἀγγελία,n-s---fa-,,خبری,پیامی را,خبری,,"message, tidings",,,
18,2,Leuven|0059-003|18|2,",",0,AuxX,",",u--------,,,,,,1: ,,,
18,3,Leuven|0059-003|18|3,ὦ,4,AuxZ,ὦ,i--------,,ای,ای,ای,,1: (blijft onvertaald),,,
18,4,Leuven|0059-003|18|4,Σώκρατες,41,ExD,Σωκράτης,n-s---mv-,,سقراط,سقراط,سقراط,,,,,
18,5,Leuven|0059-003|18|5,",",0,AuxX,",",u--------,,,,,,1: ,,,
18,6,Leuven|0059-003|18|6,φέρων,41,ADV,φέρω,v-sppamn-,,آورنده‌ی,آورنده‌,حامل هستم,,1: (ver)dragen,doel,,
18,7,Leuven|0059-003|18|7,χαλεπήν,25,ATR_CO,χαλεπός,a-s---fa-,,ناگوار,دشوار,طاقت‌فرسا,,difficult,,,
18,8,Leuven|0059-003|18|8,",",0,AuxX,",",u--------,,,,,,1: ,,,
18,9,Leuven|0059-003|18|9,οὐ,10,AuxZ,οὐ,d--------,,نه ,نه ,نه ,,1: niet,,,
18,10,Leuven|0059-003|18|10,σοί,16,ADV_CO,σύ,p2s---cd-,,برای تو,برای تو,برای تو,,"1: jij, u",benadeelde,,
18,11,Leuven|0059-003|18|11,",",0,AuxX,",",u--------,,,,,,1: ,,,
18,12,Leuven|0059-003|18|12,ὡς,10,AuxC,ὡς,c--------,,آنگونه که ,آن‌گونه که ,چنانکه ,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
18,13,Leuven|0059-003|18|13,ἐμοὶ,14,OBJ,ἐγώ,p1s---cd-,,برای من ,بر من,بر من,,1: ik,,,
18,14,Leuven|0059-003|18|14,φαίνεται,12,ExD,φαίνω,v3spie---,,آشکار است,پیداست,پیداست,,"1: laten zien, tonen | schijnen",,,
18,15,Leuven|0059-003|18|15,",",0,AuxX,",",u--------,,,,,,1: ,,,
18,16,Leuven|0059-003|18|16,ἀλλ’,25,COORD,ἀλλά,b--------,,اما,بلکه ,اما,,1: maar,,,
18,17,Leuven|0059-003|18|17,ἐμοὶ,18,ADV_CO,ἐγώ,p1s---cd-,,برای من,برای من,برای من ,,1: ik,benadeelde,,
18,18,Leuven|0059-003|18|18,καὶ,16,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
18,19,Leuven|0059-003|18|19,τοῖς,21,ATR,ὁ,l-p---md-,, دوستدارانت,یاران‌ات,دوستان,,1: ,,,
18,20,Leuven|0059-003|18|20,σοῖς,21,ATR,σός,a-p---md-,, دوستدارانت,یاران‌ات,تو,,1: jouw,,,
18,21,Leuven|0059-003|18|21,ἐπιτηδείοις,18,ADV_CO,ἐπιτήδειος,a-p---md-,, دوستدارانت,یاران‌ات,دوستان,,"made for an end or purpose, fit",benadeelde,,
18,22,Leuven|0059-003|18|22,πᾶσιν,21,ATR,πᾶς,a-p---md-,,همه‌ی,جُمله,همه‌ی,,1: geheel | elk | alle,,,
18,23,Leuven|0059-003|18|23,καὶ,25,AuxY,καί,b--------,,البته,بس,,,"1: en | ook, zelfs",,,
18,24,Leuven|0059-003|18|24,χαλεπὴν,25,ATR_CO,χαλεπός,a-s---fa-,,سخت,دشوار,طاقت‌فرسا ,,difficult,,,
18,25,Leuven|0059-003|18|25,καὶ,1,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
18,26,Leuven|0059-003|18|26,βαρεῖαν,25,ATR_CO,βαρύς,a-s---fa-,,ناگوار,گران,گران,,"1: zwaar | gewichtig, lastig, streng",,,
18,27,Leuven|0059-003|18|27,",",0,AuxX,",",u--------,,,,,,1: ,,,
18,28,Leuven|0059-003|18|28,ἣν,39,OBJ,ὅς,p-s---fa-,,,,چه‌بسا ,,"1: die, dat",,,
18,29,Leuven|0059-003|18|29,ἐγώ,39,SBJ,ἐγώ,p1s---cn-,, برای من ,من,برای من,,1: ik,,,
18,30,Leuven|0059-003|18|30,",",0,AuxX,",",u--------,,,,,,1: ,,,
18,31,Leuven|0059-003|18|31,ὡς,39,AuxC,ὡς,c--------,,چه,چنان‌که,چنانکه,,"1: zoals, zodra, omdat, opdat, zodat  | dat",,,
18,32,Leuven|0059-003|18|32,ἐμοὶ,33,OBJ,ἐγώ,p1s---cd-,,به نظرم می‌آید,می‌پندارم,می‌پندارم,,1: ik,,,
18,33,Leuven|0059-003|18|33,δοκῶ,31,ExD,δοκέω,v1spia---,,به نظرم می‌آید,می‌پندارم,می‌پندارم,,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",,,
18,34,Leuven|0059-003|18|34,",",0,AuxX,",",u--------,,,,,,1: ,,,
18,35,Leuven|0059-003|18|35,ἐν,37,AuxP,ἐν,r--------,,در بین,در بین,در میان,,"1: in, binnenin, temidden van",,,
18,36,Leuven|0059-003|18|36,τοῖς,35,ADV,ὁ,l-p---md-,,آنان,آنان,آن‌ها,,1: ,geheel,,
18,37,Leuven|0059-003|18|37,βαρύτατ’,39,ADV,βαρύς,d-------s,,ناگوارترین,گران‌ترین,از همه بیشتر گران,,"1: zwaar | gewichtig, lastig, streng",,,
18,38,Leuven|0059-003|18|38,ἂν,39,AuxY,ἄν,d--------,,باشد,کشیدمی,می‌آید,,1: ,,,
18,39,Leuven|0059-003|18|39,ἐνέγκαιμι,1,ATR,φέρω,v1saoa---,,باشد,  بر دوش کشیدمی,می‌آید,,1: (ver)dragen,,,
18,40,Leuven|0059-003|18|40,.,0,AuxK,.,u--------,,,,,,1: ,,,
18,41,|0059-003|18|41,[0],0,PRED,,,,,,,,,,elliptic,0007e
19,1,Leuven|0059-003|19|1,τίνα,4,OBJ,τίς,p-s---ca-,,چه,چه,چیست,,"1: wie?, welke?",,,
19,2,Leuven|0059-003|19|2,ταύτην,1,ATR,οὗτος,p-s---fa-,,,آن,این,,1: die (daar),,,
19,3,Leuven|0059-003|19|3,;,0,AuxK,;,u--------,,,,,,1: ,,,
19,4,Leuven|0059-003|19|4,[0],0,PRED,,,,,,,,,,elliptic,0003e
20,1,Leuven|0059-003|20|1,ἢ,4,AuxY,ἤ,b--------,,آیا,مگر,مگر,,1: zeker | werkelijk (partikel in een directe vraag),,,
20,2,Leuven|0059-003|20|2,τὸ,3,ATR,ὁ,l-s---nn-,,آن,آن,آن,,1: ,,,
20,3,Leuven|0059-003|20|3,πλοῖον,4,SBJ,πλοῖον,n-s---nn-,,کشتی,کشتی,کشتی,,floating vessel,,,
20,4,Leuven|0059-003|20|4,ἀφῖκται,0,PRED,ἀφικνέομαι,v3srie---,,رسیده است,رسیده است,رسیده است,,"arrive at, come to, reach:",,,
20,5,Leuven|0059-003|20|5,ἐκ,4,AuxP,ἐκ,r--------,,از ,از ,از ,,1: ,,,
20,6,Leuven|0059-003|20|6,Δήλου,5,ADV,Δῆλος,n-s---fg-,,دلوس,دلوس,دلوس,,Delos,scheiding,,
20,7,Leuven|0059-003|20|7,",",0,AuxX,",",u--------,,,,,,1: ,,,
20,8,Leuven|0059-003|20|8,οὗ,10,SBJ,ὅς,p-s---ng-,,که,که,همان که,,"1: die, dat",,,
20,9,Leuven|0059-003|20|9,δεῖ,3,ATR,δέω,v3spia---,,مقتضی است,می‌بایست,می‌بایست,,1: ,,,
20,10,Leuven|0059-003|20|10,ἀφικομένου,11,ADV,ἀφικνέομαι,v-sapmng-,,رسیدنش,با ورودش,با آمدن‌اش ,,"arrive at, come to, reach:",tijd,,
20,11,Leuven|0059-003|20|11,τεθνάναι,9,SBJ,θνῄσκω,v--rna---,,مرگ,مردن,بدرود حیات گفتن,,1: sterven,,,
20,12,Leuven|0059-003|20|12,με,11,SBJ,ἐγώ,p1s---ca-,,من,مرا,مرا,,1: ik,,,
20,13,Leuven|0059-003|20|13,;,0,AuxK,;,u--------,,,,,,1: ,,,
21,1,Leuven|0059-003|21|1,οὔτοι,3,AuxZ,οὔτοι,d--------,,نرسیده است,نرسیده است,نیامده است,,indeed not,,,
21,2,Leuven|0059-003|21|2,δὴ,3,AuxY,δή,d--------,,فعلاً,هنوز,هنوز,,"1: al, reeds | dus, dan toch",,,
21,3,Leuven|0059-003|21|3,ἀφῖκται,5,PRED_CO,ἀφικνέομαι,v3srie---,,نرسیده است,نرسیده است,نیامده است,,"arrive at, come to, reach:",,,
21,4,Leuven|0059-003|21|4,",",0,AuxX,",",u--------,,,,,,1: ,,,
21,5,Leuven|0059-003|21|5,ἀλλὰ,0,COORD,ἀλλά,b--------,,اما,اما ,اما,,1: maar,,,
21,6,Leuven|0059-003|21|6,δοκεῖν,9,ExD,δοκέω,v--pna---,,گمان می‌کنم,به نظرم می‌رسد,فکر می‌کنم,,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",,,
21,7,Leuven|0059-003|21|7,μέν,9,AuxY,μέν,d--------,,,,,,1: wel...,,,
21,8,Leuven|0059-003|21|8,μοι,6,OBJ,ἐγώ,p1s---cd-,,گمان می‌کنم,نظرم,فکر می‌کنم,,1: ik,,,
21,9,Leuven|0059-003|21|9,ἥξει,5,PRED_CO,ἥκω,v3sfia---,,برسد,خواهد آمد,خواهد آمد,,1: gekomen zijn,,,
21,10,Leuven|0059-003|21|10,τήμερον,9,ADV,σήμερον,d--------,,امروز ,امروز ,امروز ,,to-day,,,
21,11,Leuven|0059-003|21|11,ἐξ,9,AuxP,ἐκ,r--------,,طبق,از آنجایی,از آنجا,,1: ,,,
21,12,Leuven|0059-003|21|12,ὧν,11,ADV,ὅς,p-p---ng-,,که,که,که,,"1: die, dat",oorzaak/reden,,
21,13,Leuven|0059-003|21|13,ἀπαγγέλλουσιν,12,ATR,ἀπαγγέλλω,v3ppia---,,گزارشات,خبر آورده‌اند,خبر می‌دهند,,"bring tidings, report",,,
21,14,Leuven|0059-003|21|14,ἥκοντές,18,ADV_CO,ἥκω,v-pppamn-,,آمده‌اند,آمده,آمده,,1: gekomen zijn,tijd,,
21,15,Leuven|0059-003|21|15,τινες,13,SBJ,τις,p-p---cn-,,آنانی ,کسانی که,برخی افرادی که,,"1: wie?, welke?",,,
21,16,Leuven|0059-003|21|16,ἀπὸ,14,AuxP,ἀπό,r--------,,از,از,از,,"1: van, vanaf; sinds",,,
21,17,Leuven|0059-003|21|17,Σουνίου,16,ADV,Σούνιον,n-s---ng-,,سونیون,سونیون,سونیون,,,scheiding,,https://en.wikipedia.org/wiki/Sounion
21,18,Leuven|0059-003|21|18,καὶ,13,COORD,καί,b--------,,و,و,و,,"1: en | ook, zelfs",,,
21,19,Leuven|0059-003|21|19,καταλιπόντες,18,ADV_CO,καταλείπω,v-papamn-,,واگذاشتند,وانهاده‌اند,گذاشته,,leave behind,tijd,,
21,20,Leuven|0059-003|21|20,ἐκεῖ,19,ADV,ἐκεῖ,d--------,,درآنجا,بدانجا,آنجا,,1: daar,,,
21,21,Leuven|0059-003|21|21,αὐτό,19,OBJ,αὐτός,p-s---na-,,کشتی را,آن را,کشتی را,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",,,
21,22,Leuven|0059-003|21|22,.,0,AuxK,.,u--------,,,,,,1: ,,,
21,23,|0059-003|21|23,[0],13,OBJ,,,,,,,,,,elliptic,0012e
22,1,Leuven|0059-003|22|1,δῆλον,26,PNOM,δῆλος,a-s---nn-,,بَس هویدا , آشکار, پیداست ,,"visible, conspicuous",,,
22,2,Leuven|0059-003|22|2,οὖν,26,AuxY,οὖν,d--------,,,بنابراین,,,1: dus,,,
22,3,Leuven|0059-003|22|3,ἐκ,26,AuxP,ἐκ,r--------,,از,از,از,,1: ,,,
22,4,Leuven|0059-003|22|4,τούτων,6,ATR,οὗτος,p-p---mg-,,این,این,آن,,1: die (daar),,,
22,5,Leuven|0059-003|22|5,τῶν,6,ATR,ὁ,l-p---mg-,,,,,,1: ,,,
22,6,Leuven|0059-003|22|6,ἀγγέλων,3,ADV,ἄγγελος,n-p---mg-,,پیام‌آوران,پیام‌آوران,پیام‌آوران,,"messenger, envoy",oorzaak/reden,,
22,7,Leuven|0059-003|22|7,ὅτι,26,AuxC,ὅτι,c--------,,که,که,که,,"1: omdat, dat",,,
22,8,Leuven|0059-003|22|8,ἥξει,7,SBJ,ἥκω,v3sfia---,,خواهد آمد,خواهد رسید,می‌آید,,1: gekomen zijn,,,
22,9,Leuven|0059-003|22|9,τήμερον,8,ADV,σήμερον,d--------,,امروز,امروز,امروز,,to-day,,,
22,10,Leuven|0059-003|22|10,",",0,AuxX,",",u--------,,,,,,1: ,,,
22,11,Leuven|0059-003|22|11,καὶ,0,COORD,καί,b--------,,,و,,,"1: en | ook, zelfs",,,
22,12,Leuven|0059-003|22|12,ἀνάγκη,16,PNOM,ἀνάγκη,n-s---fn-,,ناگزیر,بایسته,حتمی,,"force, constraint, necessity",,,
22,13,Leuven|0059-003|22|13,δὴ,16,AuxY,δή,d--------,,چه آنگاه,اینک,پس,,"1: al, reeds | dus, dan toch",,,
22,14,Leuven|0059-003|22|14,εἰς,24,AuxP,εἰς,r--------,,فردا,فردا,فردا,,1: naar binnen | in | tot aan; tegen,,,
22,15,Leuven|0059-003|22|15,αὔριον,14,ADV,αὔριον,d--------,,فردا,فردا,فردا,,to-morrow,tijdstip,,
22,16,Leuven|0059-003|22|16,ἔσται,11,PRED_CO,εἰμί,v3sfim---,,است,خواهد بود,خواهد بود,,1: gaan,,,
22,17,Leuven|0059-003|22|17,",",0,AuxX,",",u--------,,,,,,1: ,,,
22,18,Leuven|0059-003|22|18,ὦ,19,AuxZ,ὦ,i--------,,ای,ای,ای,,1: (blijft onvertaald),,,
22,19,Leuven|0059-003|22|19,Σώκρατες,16,ExD,Σωκράτης,n-s---mv-,,سقراط,سقراط,سقراط,,,,,
22,20,Leuven|0059-003|22|20,",",0,AuxX,",",u--------,,,,,,1: ,,,
22,21,Leuven|0059-003|22|21,τὸν,22,ATR,ὁ,l-s---ma-,,,,,,1: ,,,
22,22,Leuven|0059-003|22|22,βίον,24,OBJ,βίος,n-s---ma-,,عمر,زندگی,زندگی‌ات,,"1: leven, levenswijze | levensonderhoud",,,
22,23,Leuven|0059-003|22|23,σε,24,SBJ,σύ,p2s---ca-,,تو,تو,زندگی‌ات,,"1: jij, u",,,
22,24,Leuven|0059-003|22|24,τελευτᾶν,16,SBJ,τελευτάω,v--pna---,,به فرجام رسیدنِ,خاتمه‌یافتن,به پایان رسیدنِ,,"bring to pass, accomplish",,,
22,25,Leuven|0059-003|22|25,.,0,AuxK,.,u--------,,,,,,1: ,,,
22,26,Leuven|0059-003|22|26,[0],11,PRED_CO,,,,,,,,,,elliptic,0025e
23,1,Leuven|0059-003|23|1,ἀλλ’,8,AuxY,ἀλλά,b--------,,باری,اما,لیک,,1: maar,,,
23,2,Leuven|0059-003|23|2,",",0,AuxX,",",u--------,,,,,,1: ,,,
23,3,Leuven|0059-003|23|3,ὦ,4,AuxZ,ὦ,i--------,,ای,ای,ای,,1: (blijft onvertaald),,,
23,4,Leuven|0059-003|23|4,Κρίτων,18,ExD,Κρίτων,n-s---mv-,,کریتون,کریتون,کریتون,,,,,
23,5,Leuven|0059-003|23|5,",",0,AuxX,",",u--------,,,,,,1: ,,,
23,6,Leuven|0059-003|23|6,τύχῃ,18,ADV,τύχη,n-s---fd-,,هر چه پیش آید خیر است,بختی,بخت,,"1: toeval, lot",wijze,,
23,7,Leuven|0059-003|23|7,ἀγαθῇ,6,ATR,ἀγαθός,a-s---fd-,,هر چه پیش آید خیر است,نیک,خوشا,,"1: goed, edel",,,
23,8,Leuven|0059-003|23|8,",",0,COORD,",",u--------,,,,,,1: ,,,
23,9,Leuven|0059-003|23|9,εἰ,16,AuxC,εἰ,c--------,,اگر,اگر,اگر,,"1: als, indien, in geval | of",,,
23,10,Leuven|0059-003|23|10,ταύτῃ,19,ADV,ταύτῃ,d--------,,بر این,بدین,بدین سان,,,,,
23,11,Leuven|0059-003|23|11,τοῖς,12,ATR,ὁ,l-p---md-,,,,,,1: ,,,
23,12,Leuven|0059-003|23|12,θεοῖς,13,ADV,θεός,n-p---md-,Dat14,خدایان,خدایان,خدایان را,,1: god(heid),bevoordeelde,,
23,13,Leuven|0059-003|23|13,φίλον,19,PNOM,φίλος,a-s---nn-,,مُرادِ,خوش,خوشنودی,,1: bevriend,,,
23,14,Leuven|0059-003|23|14,",",0,AuxX,",",u--------,,,,,,1: ,,,
23,15,Leuven|0059-003|23|15,ταύτῃ,16,ADV,ταύτῃ,d--------,,چنین,چنین ,ایدون,,,,,
23,16,Leuven|0059-003|23|16,ἔστω,8,PRED_CO,εἰμί,v3spma---,,باد,باشد,باد,,1: gaan,,,
23,17,Leuven|0059-003|23|17,·,0,AuxK,·,u--------,,,,,,1: ,,,
23,18,Leuven|0059-003|23|18,[0],8,PRED_CO,,,,,,,,,,elliptic,0017e
23,19,|0059-003|23|19,[1],9,ADV,,,,,,,,,,elliptic,0013e
24,1,Leuven|0059-003|24|1,οὐ,3,AuxZ,οὐ,d--------,,نمی‌کنم,ندارم,نمی‌کنم,,1: niet,,,
24,2,Leuven|0059-003|24|2,μέντοι,3,AuxY,μέντοι,d--------,,هرچند,گرچه,لیکن,,"1: nochtans, en toch | zeker, beslist",,,
24,3,Leuven|0059-003|24|3,οἶμαι,0,PRED,οἴομαι,v1spie---,Mid5,فکر نمی‌کنم,باور ندارم,تصور نمی‌کنم,,"1: menen, geloven, veronderstellen",,,
24,4,Leuven|0059-003|24|4,ἥξειν,3,OBJ,ἥκω,v--fna---,,بیاید,رسیدنِ,برسد,,1: gekomen zijn,,,
24,5,Leuven|0059-003|24|5,αὐτὸ,4,SBJ,αὐτός,p-s---na-,,,آن,آن,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",,,
24,6,Leuven|0059-003|24|6,τήμερον,4,ADV,σήμερον,d--------,,امروز,بدین روز را,امروز,,to-day,,,
24,7,Leuven|0059-003|24|7,.,0,AuxK,.,u--------,,,,,,1: ,,,
25,1,Leuven|0059-003|25|1,πόθεν,3,ADV,πόθεν,d--------,,از چه رو,از کجا,از کجا,,1: vanwaar? | op welke wijze?,,,
25,2,Leuven|0059-003|25|2,τοῦτο,3,OBJ,οὗτος,p-s---na-,,چنین,این را,چنین,,1: die (daar),,,
25,3,Leuven|0059-003|25|3,τεκμαίρῃ,0,PRED,τεκμαίρομαι,v2spie---,Mid5,ادعا می‌کنی,استنتاج می‌کنی,گمانی داری,,"assign, ordain",,,
25,4,Leuven|0059-003|25|4,;,0,AuxK,;,u--------,,,,,,1: ,,,
26,1,Leuven|0059-003|26|1,ἐγώ,3,SBJ,ἐγώ,p1s---cn-,,,من,من,,1: ik,,,
26,2,Leuven|0059-003|26|2,σοι,3,OBJ,σύ,p2s---cd-,,برایت,برای تو,به تو,,"1: jij, u",ontvanger,,
26,3,Leuven|0059-003|26|3,ἐρῶ,0,PRED,λέγω,v1sfia---,,توضیح می‌دهم,خواهم گفت,خواهم گفت,,"1: spreken, zeggen | verzamelen",,,
26,4,Leuven|0059-003|26|4,.,0,AuxK,.,u--------,,,,,,1: ,,,
27,1,Leuven|0059-003|27|1,τῇ,15,ATR,ὁ,l-s---fd-,?,,,,,1: ,,,
27,2,Leuven|0059-003|27|2,γάρ,5,AuxY,γάρ,d--------,,مگر نه این که  ,گویا ,از این رو که,,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",,,
27,3,Leuven|0059-003|27|3,που,5,AuxY,που,d--------,,مگر نه این که  ,گویا ,از این رو که,Smyth 2820,"anywhere, somewhere",,,
27,4,Leuven|0059-003|27|4,ὑστεραίᾳ,15,ATR,ὑστεραῖος,a-s---fd-,,فردای,فردای,فردای,,"following, next",,,
27,5,Leuven|0059-003|27|5,δεῖ,0,PRED,δέω,v3spia---,,باید,می‌بایست,حتمی است,,1: ,,,
27,6,Leuven|0059-003|27|6,με,7,SBJ,ἐγώ,p1s---ca-,,بمیرم,مرا,مردنم,,1: ik,,,
27,7,Leuven|0059-003|27|7,ἀποθνῄσκειν,5,SBJ,ἀποθνῄσκω,v--pna---,,بمیرم,مردن,مردنم,,1: sterven,,,
27,8,Leuven|0059-003|27|8,ἢ,4,AuxC,ἤ,c--------,,که,که,که,,1: zeker | werkelijk (partikel in een directe vraag),,,
27,9,Leuven|0059-003|27|9,ᾗ,11,ADV,ὅς,p-s---fd-,,روزی,آن,آن,,"1: die, dat",tijdstip,,
27,10,Leuven|0059-003|27|10,ἂν,11,AuxY,ἄν,d--------,,بیاید,برسد,برسد,,1: ,,,
27,11,Leuven|0059-003|27|11,ἔλθῃ,8,ADV,ἔρχομαι,v3sasa---,Mid4,بیاید,فرا برسد,برسد,,"1: gaan, komen",vergelijkingsbasis,,
27,12,Leuven|0059-003|27|12,τὸ,13,ATR,ὁ,l-s---nn-,,کشتی,کشتی,کشتی,,1: ,,,
27,13,Leuven|0059-003|27|13,πλοῖον,11,SBJ,πλοῖον,n-s---nn-,,,,,,floating vessel,,,
27,14,Leuven|0059-003|27|14,.,0,AuxK,.,u--------,,,,,,1: ,,,
27,15,|0059-003|27|15,[0],7,ADV,,,,,,,,,tijdstip,elliptic,0004e
28,1,Leuven|0059-003|28|1,φασί,0,PRED,φημί,v3ppia---,,می‌گویند,می‌گویند,می‌گویند,,1: beweren,,,
28,2,Leuven|0059-003|28|2,γέ,1,AuxZ,γε,d--------,,که اینطور,که چنین,که چنین,Smyth 2828,"1: tenminste, inderdaad, juist",,,
28,3,Leuven|0059-003|28|3,τοι,1,AuxY,τοι,d--------,,که اینطور,که چنین,که چنین,Smyth 2986,"3: ""zie je""; ""weet je wel""",,,
28,4,Leuven|0059-003|28|4,δὴ,1,AuxY,δή,d--------,,که اینطور,که چنین,که چنین,,"1: al, reeds | dus, dan toch",,,
28,5,Leuven|0059-003|28|5,οἱ,7,ATR,ὁ,l-p---mn-,,,,,,1: ,,,
28,6,Leuven|0059-003|28|6,τούτων,7,ATR,οὗτος,p-p---ng-,,متولیانش,امور,امور,,1: die (daar),bezitter,,
28,7,Leuven|0059-003|28|7,κύριοι,1,SBJ,κύριος,n-p---mn-,,متولیانش,اولیای,آمرانِ,,having power or authority over,,,
28,8,Leuven|0059-003|28|8,.,0,AuxK,.,u--------,,,,,,1: ,,,
29,1,Leuven|0059-003|29|1,οὐ,4,AuxZ,οὐ,d--------,,نه,نه,نخواهد,,1: niet,,,
29,2,Leuven|0059-003|29|2,τοίνυν,6,AuxY,τοίνυν,d--------,,کنون,حال ,همانا که,,"1: welnu; en verder, nu echter",,,
29,3,Leuven|0059-003|29|3,τῆς,5,ATR,ὁ,l-s---fg-,,,,,,1: ,,,
29,4,Leuven|0059-003|29|4,ἐπιούσης,9,ATR_CO,ἐπέρχομαι,v-sppafg-,,امروز,جاری,پیشِ رو,,come upon,,,
29,5,Leuven|0059-003|29|5,ἡμέρας,8,ADV,ἡμέρα,n-s---fg-,,امروز,در روز,در اثنای روز,,1: dag,tijdsbestek,,
29,6,Leuven|0059-003|29|6,οἶμαι,0,PRED,οἴομαι,v1spie---,,به نظرم می‌آید,گمان می‌کنم,می‌دانم,,"1: menen, geloven, veronderstellen",,,
29,7,Leuven|0059-003|29|7,αὐτὸ,8,SBJ,αὐτός,p-s---na-,,آن,آن,آن,,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",,,
29,8,Leuven|0059-003|29|8,ἥξειν,6,OBJ,ἥκω,v--fna---,,می‌رسد,خواهد آمد,نخواهد آمد,,1: gekomen zijn,,,
29,9,Leuven|0059-003|29|9,ἀλλὰ,5,COORD,ἀλλά,b--------,,بلکه,بلکه,بلکه,,1: maar,,,
29,10,Leuven|0059-003|29|10,τῆς,11,ATR,ὁ,l-s---fg-,,,,,,1: ,,,
29,11,Leuven|0059-003|29|11,ἑτέρας,9,ATR_CO,ἕτερος,a-s---fg-,,فردا,دیگر,فردا,,"1: een van beide, de ander",tijdsbestek,,
29,12,Leuven|0059-003|29|12,.,0,AuxK,.,u--------,,,,,,1: ,,,
30,1,Leuven|0059-003|30|1,τεκμαίρομαι,0,PRED,τεκμαίρομαι,v1spie---,,استدلال من ست,گواهم ست,شاهدم است,,"assign, ordain",,,
30,2,Leuven|0059-003|30|2,δὲ,1,AuxY,δέ,d--------,,,,,,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",,,
